Order,Site,Site Abbrev,Sampling Event,Bin,SAMPLE #,Sample ID,Date,Time,FL (mm),Field Run ID,Fin Clip (Y/N),Comments,USFWS Biosample ID,
779,Feather-RM61,F6122,4,B,17,F6122_4_B_17,2/22/2022,10:17,60,Spring,Y,,,
780,Feather-RM61,F6122,4,B,18,F6122_4_B_18,2/22/2022,10:19,59,Spring,Y,,,
781,Feather-RM61,F6122,4,B,19,F6122_4_B_19,2/22/2022,10:20,60,Spring,Y,,,
782,Feather-RM61,F6122,4,B,20,F6122_4_B_20,2/22/2022,10:22,65,Spring,Y,,,
783,Feather-RM61,F6122,4,B,21,F6122_4_B_21,2/22/2022,10:27,51,Fall,Y,,,
784,Feather-RM61,F6122,4,B,22,F6122_4_B_22,2/22/2022,10:28,63,Spring,Y,,,
785,Feather-RM61,F6122,4,B,23,F6122_4_B_23,2/22/2022,10:29,68,Spring,Y,,,
786,Feather-RM61,F6122,4,B,24,F6122_4_B_24,2/22/2022,10:31,52,Fall,Y,,,
787,Feather-RM61,F6122,4,B,25,F6122_4_B_25,2/22/2022,10:34,54,Fall,Y,,,
788,Feather-RM61,F6122,4,B,26,F6122_4_B_26,2/22/2022,10:36,53,Fall,Y,,,
789,Feather-RM61,F6122,4,B,27,F6122_4_B_27,2/22/2022,10:37,55,Fall,Y,,,
790,Feather-RM61,F6122,4,B,28,F6122_4_B_28,2/22/2022,10:39,51,Fall,Y,,,
791,Feather-RM61,F6122,4,B,29,F6122_4_B_29,2/22/2022,10:40,59,Spring,Y,,,
792,Feather-RM61,F6122,4,B,30,F6122_4_B_30,2/22/2022,11:00,54,Fall,Y,,,
793,Feather-RM61,F6122,4,B,31,F6122_4_B_31,2/22/2022,11:02,56,Fall,Y,,,
794,Feather-RM61,F6122,4,B,32,F6122_4_B_32,2/22/2022,11:04,52,Fall,Y,,,
795,Feather-RM61,F6122,4,B,33,F6122_4_B_33,2/22/2022,11:15,52,Fall,Y,,,
796,Feather-RM61,F6122,4,B,34,F6122_4_B_34,2/22/2022,11:17,62,Spring,Y,,,
797,Feather-RM61,F6122,4,B,35,F6122_4_B_35,2/22/2022,11:18,64,Spring,Y,,,
798,Feather-RM61,F6122,4,B,36,F6122_4_B_36,2/22/2022,11:20,63,Spring,Y,,,
799,Feather-RM61,F6122,4,B,37,F6122_4_B_37,2/22/2022,11:22,54,Fall,Y,,,
800,Feather-RM61,F6122,4,B,38,F6122_4_B_38,2/22/2022,11:34,55,Fall,Y,,,
801,Feather-RM61,F6122,4,B,39,F6122_4_B_39,2/22/2022,11:36,56,Fall,Y,,,
802,Feather-RM61,F6122,4,B,40,F6122_4_B_40,2/22/2022,11:40,66,Spring,Y,,,
803,Feather-RM61,F6122,4,B,41,F6122_4_B_41,2/22/2022,11:49,54,Fall,Y,,,
804,Feather-RM61,F6122,4,B,42,F6122_4_B_42,2/22/2022,11:50,62,Spring,Y,,,
805,Feather-RM61,F6122,4,B,43,F6122_4_B_43,2/22/2022,11:51,65,Spring,Y,,,
806,Feather-RM61,F6122,4,B,44,F6122_4_B_44,2/22/2022,12:00,56,Fall,Y,,,
807,Feather-RM61,F6122,4,B,45,F6122_4_B_45,2/22/2022,12:02,64,Spring,Y,,,
808,Feather-RM61,F6122,4,B,46,F6122_4_B_46,2/22/2022,12:05,54,Fall,Y,,,
809,Feather-RM61,F6122,4,B,47,F6122_4_B_47,2/22/2022,12:07,55,Fall,Y,,,
810,Feather-RM61,F6122,4,B,48,F6122_4_B_48,2/22/2022,12:12,53,Fall,Y,,,
811,Feather-RM61,F6122,4,B,49,F6122_4_B_49,2/22/2022,12:16,51,Fall,Y,,,
812,Feather-RM61,F6122,4,B,50,F6122_4_B_50,2/22/2022,12:17,54,Fall,Y,,,
813,Feather-RM61,F6122,4,C,1,F6122_4_C_1,2/22/2022,11:38,73,Spring,Y,,,
814,Feather-RM61,F6122,4,C,2,F6122_4_C_2,2/22/2022,12:04,74,Spring,Y,,,
815,Feather-RM61,F6122,5,A,1,F6122_5_A_1,3/8/2022,10:55,37,Fall,Y,,,
816,Feather-RM61,F6122,5,A,2,F6122_5_A_2,3/8/2022,n/r,45,Fall,Y,,,
817,Feather-RM61,F6122,5,A,3,F6122_5_A_3,3/8/2022,n/r,48,Fall,Y,,,
818,Feather-RM61,F6122,5,A,4,F6122_5_A_4,3/8/2022,n/r,47,Fall,Y,,,
819,Feather-RM61,F6122,5,A,5,F6122_5_A_5,3/8/2022,n/r,47,Fall,Y,,,
820,Feather-RM61,F6122,5,A,6,F6122_5_A_6,3/8/2022,n/r,41,Fall,Y,,,
821,Feather-RM61,F6122,5,A,7,F6122_5_A_7,3/8/2022,n/r,48,Fall,Y,,,
822,Feather-RM61,F6122,5,A,8,F6122_5_A_8,3/8/2022,n/r,35,Fall,Y,,,
823,Feather-RM61,F6122,5,A,9,F6122_5_A_9,3/8/2022,n/r,47,Fall,Y,,,
824,Feather-RM61,F6122,5,A,10,F6122_5_A_10,3/8/2022,n/r,37,Fall,Y,,,
825,Feather-RM61,F6122,5,A,11,F6122_5_A_11,3/8/2022,n/r,35,Fall,Y,,,
826,Feather-RM61,F6122,5,A,12,F6122_5_A_12,3/8/2022,n/r,35,Fall,Y,,,
827,Feather-RM61,F6122,5,A,13,F6122_5_A_13,3/8/2022,n/r,35,Fall,Y,,,
828,Feather-RM61,F6122,5,A,14,F6122_5_A_14,3/8/2022,n/r,33,Fall,Y,,,
829,Feather-RM61,F6122,5,A,15,F6122_5_A_15,3/8/2022,n/r,46,Fall,Y,,,
830,Feather-RM61,F6122,5,A,16,F6122_5_A_16,3/8/2022,n/r,45,Fall,Y,,,
831,Feather-RM61,F6122,5,A,17,F6122_5_A_17,3/8/2022,n/r,47,Fall,Y,,,
832,Feather-RM61,F6122,5,A,18,F6122_5_A_18,3/8/2022,n/r,36,Fall,Y,,,
833,Feather-RM61,F6122,5,A,19,F6122_5_A_19,3/8/2022,n/r,38,Fall,Y,,,
834,Feather-RM61,F6122,5,A,20,F6122_5_A_20,3/8/2022,n/r,36,Fall,Y,,,
835,Feather-RM61,F6122,5,A,21,F6122_5_A_21,3/8/2022,n/r,44,Fall,Y,,,
836,Feather-RM61,F6122,5,A,22,F6122_5_A_22,3/8/2022,n/r,38,Fall,Y,,,
837,Feather-RM61,F6122,5,A,23,F6122_5_A_23,3/8/2022,n/r,38,Fall,Y,,,
838,Feather-RM61,F6122,5,A,24,F6122_5_A_24,3/8/2022,n/r,37,Fall,Y,,,
839,Feather-RM61,F6122,5,A,25,F6122_5_A_25,3/8/2022,n/r,38,Fall,Y,,,
840,Feather-RM61,F6122,5,A,26,F6122_5_A_26,3/8/2022,n/r,42,Fall,Y,,,
841,Feather-RM61,F6122,5,A,27,F6122_5_A_27,3/8/2022,n/r,42,Fall,Y,,,
842,Feather-RM61,F6122,5,A,28,F6122_5_A_28,3/8/2022,n/r,35,Fall,Y,,,
843,Feather-RM61,F6122,5,A,29,F6122_5_A_29,3/8/2022,n/r,43,Fall,Y,,,
844,Feather-RM61,F6122,5,A,30,F6122_5_A_30,3/8/2022,n/r,42,Fall,Y,,,
845,Feather-RM61,F6122,5,A,31,F6122_5_A_31,3/8/2022,n/r,39,Fall,Y,,,
846,Feather-RM61,F6122,5,A,32,F6122_5_A_32,3/8/2022,n/r,41,Fall,Y,,,
847,Feather-RM61,F6122,5,A,33,F6122_5_A_33,3/8/2022,12:00,38,Fall,Y,,,
848,Feather-RM61,F6122,5,A,34,F6122_5_A_34,3/8/2022,n/r,41,Fall,Y,,,
849,Feather-RM61,F6122,5,A,35,F6122_5_A_35,3/8/2022,n/r,36,Fall,Y,,,
850,Feather-RM61,F6122,5,A,36,F6122_5_A_36,3/8/2022,n/r,38,Fall,Y,,,
851,Feather-RM61,F6122,5,A,37,F6122_5_A_37,3/8/2022,n/r,38,Fall,Y,,,
852,Feather-RM61,F6122,5,A,38,F6122_5_A_38,3/8/2022,n/r,37,Fall,Y,,,
853,Feather-RM61,F6122,5,A,39,F6122_5_A_39,3/8/2022,n/r,38,Fall,Y,,,
854,Feather-RM61,F6122,5,A,40,F6122_5_A_40,3/8/2022,n/r,35,Fall,Y,,,
855,Feather-RM61,F6122,5,A,41,F6122_5_A_41,3/8/2022,n/r,36,Fall,Y,,,
856,Feather-RM61,F6122,5,A,42,F6122_5_A_42,3/8/2022,n/r,43,Fall,Y,,,
857,Feather-RM61,F6122,5,A,43,F6122_5_A_43,3/8/2022,n/r,41,Fall,Y,,,
858,Feather-RM61,F6122,5,A,44,F6122_5_A_44,3/8/2022,n/r,44,Fall,Y,,,
859,Feather-RM61,F6122,5,A,45,F6122_5_A_45,3/8/2022,n/r,42,Fall,Y,,,
860,Feather-RM61,F6122,5,A,46,F6122_5_A_46,3/8/2022,n/r,37,Fall,Y,,,
861,Feather-RM61,F6122,5,A,47,F6122_5_A_47,3/8/2022,n/r,37,Fall,Y,,,
862,Feather-RM61,F6122,5,A,48,F6122_5_A_48,3/8/2022,n/r,38,Fall,Y,,,
863,Feather-RM61,F6122,5,A,49,F6122_5_A_49,3/8/2022,n/r,38,Fall,Y,,,
864,Feather-RM61,F6122,5,A,50,F6122_5_A_50,3/8/2022,n/r,35,Fall,Y,,,
865,Feather-RM61,F6122,5,B,1,F6122_5_B_1,3/7/2022,9:25,65,Spring,Y,,,
866,Feather-RM61,F6122,5,B,2,F6122_5_B_2,3/7/2022,n/r,51,Fall,Y,,,
867,Feather-RM61,F6122,5,B,3,F6122_5_B_3,3/7/2022,n/r,55,Fall,Y,,,
868,Feather-RM61,F6122,5,B,4,F6122_5_B_4,3/7/2022,n/r,52,Fall,Y,,,
869,Feather-RM61,F6122,5,B,5,F6122_5_B_5,3/7/2022,n/r,54,Fall,Y,,,
870,Feather-RM61,F6122,5,B,6,F6122_5_B_6,3/7/2022,n/r,58,Fall,Y,,,
871,Feather-RM61,F6122,5,B,7,F6122_5_B_7,3/7/2022,n/r,65,Spring,Y,,,
872,Feather-RM61,F6122,5,B,8,F6122_5_B_8,3/7/2022,n/r,58,Fall,Y,,,
873,Feather-RM61,F6122,5,B,9,F6122_5_B_9,3/7/2022,n/r,50,Fall,Y,,,
874,Feather-RM61,F6122,5,B,10,F6122_5_B_10,3/7/2022,n/r,66,Spring,Y,,,
875,Feather-RM61,F6122,5,B,11,F6122_5_B_11,3/7/2022,n/r,68,Spring,Y,,,
876,Feather-RM61,F6122,5,B,12,F6122_5_B_12,3/7/2022,n/r,55,Fall,Y,,,
877,Feather-RM61,F6122,5,B,13,F6122_5_B_13,3/7/2022,n/r,55,Fall,Y,,,
878,Feather-RM61,F6122,5,B,14,F6122_5_B_14,3/7/2022,n/r,53,Fall,Y,,,
879,Feather-RM61,F6122,5,B,15,F6122_5_B_15,3/8/2022,10:00,69,Spring,Y,,,
880,Feather-RM61,F6122,5,B,16,F6122_5_B_16,3/8/2022,n/r,58,Fall,Y,,,
881,Feather-RM61,F6122,5,B,17,F6122_5_B_17,3/8/2022,n/r,51,Fall,Y,,,
882,Feather-RM61,F6122,5,B,18,F6122_5_B_18,3/8/2022,n/r,61,Fall,Y,,,
883,Feather-RM61,F6122,5,B,19,F6122_5_B_19,3/8/2022,n/r,52,Fall,Y,,,
884,Feather-RM61,F6122,5,B,20,F6122_5_B_20,3/8/2022,n/r,65,Spring,Y,,,
885,Feather-RM61,F6122,5,B,21,F6122_5_B_21,3/8/2022,n/r,50,Fall,Y,,,
886,Feather-RM61,F6122,5,B,22,F6122_5_B_22,3/8/2022,n/r,50,Fall,Y,,,
887,Feather-RM61,F6122,5,B,23,F6122_5_B_23,3/8/2022,10:20,51,Fall,Y,,,
888,Feather-RM61,F6122,5,B,24,F6122_5_B_24,3/8/2022,n/r,57,Fall,Y,,,
889,Feather-RM61,F6122,5,B,25,F6122_5_B_25,3/8/2022,n/r,52,Fall,Y,,,
890,Feather-RM61,F6122,5,B,26,F6122_5_B_26,3/8/2022,n/r,53,Fall,Y,,,
891,Feather-RM61,F6122,5,B,27,F6122_5_B_27,3/8/2022,n/r,52,Fall,Y,,,
892,Feather-RM61,F6122,5,B,28,F6122_5_B_28,3/8/2022,n/r,53,Fall,Y,,,
893,Feather-RM61,F6122,5,B,29,F6122_5_B_29,3/15/2022,14:20,65,Fall,Y,Mort,,
894,Feather-RM61,F6122,5,B,30,F6122_5_B_30,3/16/2022,14:30,61,Fall,Y,,,
895,Feather-RM61,F6122,5,B,31,F6122_5_B_31,3/16/2022,n/r,58,Fall,Y,,,
896,Feather-RM61,F6122,5,B,32,F6122_5_B_32,3/16/2022,n/r,54,Fall,Y,,,
897,Feather-RM61,F6122,5,B,33,F6122_5_B_33,3/16/2022,n/r,60,Fall,Y,,,
898,Feather-RM61,F6122,5,B,34,F6122_5_B_34,3/16/2022,n/r,61,Fall,Y,,,
899,Feather-RM61,F6122,5,B,35,F6122_5_B_35,3/16/2022,n/r,56,Fall,Y,,,
900,Feather-RM61,F6122,5,B,36,F6122_5_B_36,3/16/2022,n/r,59,Fall,Y,,,
901,Feather-RM61,F6122,5,B,37,F6122_5_B_37,3/16/2022,n/r,68,Spring,Y,,,
902,Feather-RM61,F6122,5,B,38,F6122_5_B_38,3/16/2022,n/r,59,Fall,Y,,,
903,Feather-RM61,F6122,5,B,39,F6122_5_B_39,3/16/2022,n/r,65,Fall,Y,,,
904,Feather-RM61,F6122,5,B,40,F6122_5_B_40,3/16/2022,n/r,61,Fall,Y,,,
905,Feather-RM61,F6122,5,C,1,F6122_5_C_1,3/7/2022,9:41,74,Spring,Y,,,
906,Feather-RM61,F6122,5,C,2,F6122_5_C_2,3/7/2022,9:58,71,Spring,Y,,,
907,Feather-RM61,F6122,5,C,3,F6122_5_C_3,3/8/2022,10:00,71,Spring,Y,Mort,,
908,Feather-RM61,F6122,5,C,4,F6122_5_C_4,3/8/2022,10:02,73,Spring,Y,Mort,,
909,Feather-RM61,F6122,5,C,5,F6122_5_C_5,3/15/2022,14:30,76,Spring,Y,,,
910,Feather-RM61,F6122,5,C,6,F6122_5_C_6,3/15/2022,14:30,72,Spring,Y,,,
911,Feather-RM61,F6122,5,C,7,F6122_5_C_7,3/16/2022,14:40,81,Spring,Y,,,
912,Feather-RM61,F6122,5,C,8,F6122_5_C_8,3/16/2022,14:40,72,Spring,Y,,,
913,Feather-RM61,F6122,5,C,9,F6122_5_C_9,3/16/2022,14:40,71,Spring,Y,,,
914,Feather-RM61,F6122,5,C,10,F6122_5_C_10,3/16/2022,14:40,71,Spring,Y,,,
915,Feather-RM61,F6122,5,C,11,F6122_5_C_11,3/16/2022,14:40,72,Spring,Y,,,
916,Feather-RM61,F6122,5,C,12,F6122_5_C_12,3/16/2022,14:40,74,Spring,Y,,,
917,Feather-RM61,F6122,6,A,1,F6122_6_A_1,3/22/2022,13:00,37,Fall,Y,,,
918,Feather-RM61,F6122,6,A,2,F6122_6_A_2,3/22/2022,13:00,34,Fall,Y,,,
919,Feather-RM61,F6122,6,A,3,F6122_6_A_3,3/22/2022,13:00,36,Fall,Y,,,
920,Feather-RM61,F6122,6,A,4,F6122_6_A_4,3/22/2022,13:00,34,Fall,Y,,,
921,Feather-RM61,F6122,6,A,5,F6122_6_A_5,3/22/2022,13:00,35,Fall,Y,,,
922,Feather-RM61,F6122,6,A,6,F6122_6_A_6,3/22/2022,13:00,37,Fall,Y,,,
923,Feather-RM61,F6122,6,A,7,F6122_6_A_7,3/22/2022,13:00,46,Fall,Y,,,
924,Feather-RM61,F6122,6,A,8,F6122_6_A_8,3/22/2022,14:00,50,Fall,Y,,,
925,Feather-RM61,F6122,6,A,9,F6122_6_A_9,3/23/2022,11:00,48,Fall,Y,Mort,,
926,Feather-RM61,F6122,6,A,10,F6122_6_A_10,3/23/2022,n/r,45,Fall,Y,Mort,,
927,Feather-RM61,F6122,6,A,11,F6122_6_A_11,3/23/2022,n/r,35,Fall,Y,Mort,,
928,Feather-RM61,F6122,6,A,12,F6122_6_A_12,3/23/2022,n/r,37,Fall,Y,,,
929,Feather-RM61,F6122,6,A,13,F6122_6_A_13,3/23/2022,n/r,36,Fall,Y,,,
930,Feather-RM61,F6122,6,A,14,F6122_6_A_14,3/23/2022,n/r,35,Fall,Y,,,
931,Feather-RM61,F6122,6,A,15,F6122_6_A_15,3/23/2022,n/r,35,Fall,Y,,,
932,Feather-RM61,F6122,6,A,16,F6122_6_A_16,3/23/2022,n/r,36,Fall,Y,,,
933,Feather-RM61,F6122,6,A,17,F6122_6_A_17,3/23/2022,n/r,34,Fall,Y,,,
934,Feather-RM61,F6122,6,A,18,F6122_6_A_18,3/23/2022,n/r,34,Fall,Y,,,
935,Feather-RM61,F6122,6,A,19,F6122_6_A_19,3/23/2022,n/r,48,Fall,Y,,,
936,Feather-RM61,F6122,6,A,20,F6122_6_A_20,3/23/2022,n/r,36,Fall,Y,,,
937,Feather-RM61,F6122,6,A,21,F6122_6_A_21,3/23/2022,n/r,35,Fall,Y,,,
938,Feather-RM61,F6122,6,A,22,F6122_6_A_22,3/23/2022,n/r,37,Fall,Y,,,
939,Feather-RM61,F6122,6,A,23,F6122_6_A_23,3/23/2022,n/r,34,Fall,Y,,,
940,Feather-RM61,F6122,6,A,24,F6122_6_A_24,3/23/2022,n/r,36,Fall,Y,,,
941,Feather-RM61,F6122,6,A,25,F6122_6_A_25,3/23/2022,n/r,37,Fall,Y,,,
942,Feather-RM61,F6122,6,A,26,F6122_6_A_26,3/23/2022,n/r,35,Fall,Y,,,
943,Feather-RM61,F6122,6,A,27,F6122_6_A_27,3/23/2022,n/r,35,Fall,Y,,,
944,Feather-RM61,F6122,6,A,28,F6122_6_A_28,3/23/2022,n/r,39,Fall,Y,,,
945,Feather-RM61,F6122,6,A,29,F6122_6_A_29,3/23/2022,n/r,35,Fall,Y,,,
946,Feather-RM61,F6122,6,A,30,F6122_6_A_30,3/23/2022,n/r,35,Fall,Y,,,
947,Feather-RM61,F6122,6,A,31,F6122_6_A_31,3/23/2022,n/r,35,Fall,Y,,,
948,Feather-RM61,F6122,6,A,32,F6122_6_A_32,3/23/2022,n/r,36,Fall,Y,,,
949,Feather-RM61,F6122,6,A,33,F6122_6_A_33,3/23/2022,n/r,36,Fall,Y,,,
950,Feather-RM61,F6122,6,A,34,F6122_6_A_34,3/23/2022,n/r,35,Fall,Y,,,
951,Feather-RM61,F6122,6,A,35,F6122_6_A_35,3/23/2022,n/r,49,Fall,Y,,,
952,Feather-RM61,F6122,6,A,36,F6122_6_A_36,3/23/2022,n/r,50,Fall,Y,,,
953,Feather-RM61,F6122,6,A,37,F6122_6_A_37,3/23/2022,n/r,48,Fall,Y,,,
954,Feather-RM61,F6122,6,A,38,F6122_6_A_38,3/23/2022,14:00,35,Fall,Y,,,
955,Feather-RM61,F6122,6,A,39,F6122_6_A_39,3/28/2022,13:30,30,Fall,Y,Mort,,
956,Feather-RM61,F6122,6,A,40,F6122_6_A_40,3/28/2022,n/r,34,Fall,Y,Mort,,
957,Feather-RM61,F6122,6,A,41,F6122_6_A_41,3/28/2022,n/r,48,Fall,Y,,,
958,Feather-RM61,F6122,6,A,42,F6122_6_A_42,3/28/2022,n/r,42,Fall,Y,,,
959,Feather-RM61,F6122,6,A,43,F6122_6_A_43,3/28/2022,n/r,49,Fall,Y,,,
960,Feather-RM61,F6122,6,A,44,F6122_6_A_44,3/28/2022,n/r,46,Fall,Y,,,
961,Feather-RM61,F6122,6,A,45,F6122_6_A_45,3/28/2022,n/r,37,Fall,Y,Mort,,
962,Feather-RM61,F6122,6,A,46,F6122_6_A_46,3/28/2022,n/r,36,Fall,Y,,,
963,Feather-RM61,F6122,6,A,47,F6122_6_A_47,3/28/2022,n/r,35,Fall,Y,,,
964,Feather-RM61,F6122,6,A,48,F6122_6_A_48,3/28/2022,n/r,34,Fall,Y,,,
965,Feather-RM61,F6122,6,A,49,F6122_6_A_49,3/28/2022,n/r,35,Fall,Y,,,
966,Feather-RM61,F6122,6,A,50,F6122_6_A_50,3/28/2022,14:30,41,Fall,Y,,,
967,Feather-RM61,F6122,6,B,1,F6122_6_B_1,3/22/2022,13:00,63,Fall,Y,,,
968,Feather-RM61,F6122,6,B,2,F6122_6_B_2,3/22/2022,13:00,61,Fall,Y,,,
969,Feather-RM61,F6122,6,B,3,F6122_6_B_3,3/22/2022,13:00,62,Fall,Y,,,
970,Feather-RM61,F6122,6,B,4,F6122_6_B_4,3/22/2022,13:00,54,Fall,Y,,,
971,Feather-RM61,F6122,6,B,5,F6122_6_B_5,3/22/2022,13:00,53,Fall,Y,,,
972,Feather-RM61,F6122,6,B,6,F6122_6_B_6,3/22/2022,13:00,54,Fall,Y,,,
973,Feather-RM61,F6122,6,B,7,F6122_6_B_7,3/22/2022,13:00,63,Fall,Y,,,
974,Feather-RM61,F6122,6,B,8,F6122_6_B_8,3/22/2022,13:00,54,Fall,Y,,,
975,Feather-RM61,F6122,6,B,9,F6122_6_B_9,3/22/2022,13:00,52,Fall,Y,,,
976,Feather-RM61,F6122,6,B,10,F6122_6_B_10,3/22/2022,13:00,51,Fall,Y,,,
977,Feather-RM61,F6122,6,B,11,F6122_6_B_11,3/22/2022,13:00,53,Fall,Y,,,
978,Feather-RM61,F6122,6,B,12,F6122_6_B_12,3/22/2022,13:00,67,Fall,Y,Mort,,
979,Feather-RM61,F6122,6,B,13,F6122_6_B_13,3/22/2022,13:00,63,Fall,Y,Mort,,
980,Feather-RM61,F6122,6,B,14,F6122_6_B_14,3/22/2022,13:00,64,Fall,Y,,,
981,Feather-RM61,F6122,6,B,15,F6122_6_B_15,3/22/2022,13:30,60,Fall,Y,,,
982,Feather-RM61,F6122,6,B,16,F6122_6_B_16,3/22/2022,13:30,51,Fall,Y,,,
983,Feather-RM61,F6122,6,B,17,F6122_6_B_17,3/22/2022,13:30,54,Fall,Y,,,
984,Feather-RM61,F6122,6,B,18,F6122_6_B_18,3/22/2022,13:30,54,Fall,Y,,,
985,Feather-RM61,F6122,6,B,19,F6122_6_B_19,3/22/2022,13:30,53,Fall,Y,,,
986,Feather-RM61,F6122,6,B,20,F6122_6_B_20,3/22/2022,13:30,57,Fall,Y,,,
987,Feather-RM61,F6122,6,B,21,F6122_6_B_21,3/22/2022,13:30,56,Fall,Y,,,
988,Feather-RM61,F6122,6,B,22,F6122_6_B_22,3/22/2022,14:00,69,Fall,Y,,,
989,Feather-RM61,F6122,6,B,23,F6122_6_B_23,3/23/2022,11:00,64,Fall,Y,,,
990,Feather-RM61,F6122,6,B,24,F6122_6_B_24,3/23/2022,11:00,68,Fall,Y,,,
991,Feather-RM61,F6122,6,B,25,F6122_6_B_25,3/23/2022,11:00,60,Fall,Y,,,
992,Feather-RM61,F6122,6,B,26,F6122_6_B_26,3/23/2022,11:00,57,Fall,Y,,,
993,Feather-RM61,F6122,6,B,27,F6122_6_B_27,3/23/2022,11:00,59,Fall,Y,,,
994,Feather-RM61,F6122,6,B,28,F6122_6_B_28,3/23/2022,11:00,62,Fall,Y,,,
995,Feather-RM61,F6122,6,B,29,F6122_6_B_29,3/23/2022,11:00,66,Fall,Y,,,
996,Feather-RM61,F6122,6,B,30,F6122_6_B_30,3/23/2022,11:00,59,Fall,Y,,,
997,Feather-RM61,F6122,6,B,31,F6122_6_B_31,3/23/2022,11:00,52,Fall,Y,,,
998,Feather-RM61,F6122,6,B,32,F6122_6_B_32,3/23/2022,11:00,67,Fall,Y,,,
999,Feather-RM61,F6122,6,B,33,F6122_6_B_33,3/23/2022,11:00,52,Fall,Y,,,
1000,Feather-RM61,F6122,6,B,34,F6122_6_B_34,3/23/2022,11:00,64,Fall,Y,,,
1001,Feather-RM61,F6122,6,B,35,F6122_6_B_35,3/23/2022,11:00,67,Fall,Y,,,
1002,Feather-RM61,F6122,6,B,36,F6122_6_B_36,3/23/2022,11:00,67,Fall,Y,,,
1003,Feather-RM61,F6122,6,B,37,F6122_6_B_37,3/23/2022,11:00,55,Fall,Y,,,
1004,Feather-RM61,F6122,6,B,38,F6122_6_B_38,3/23/2022,11:00,54,Fall,Y,,,?
1005,Feather-RM61,F6122,6,B,39,F6122_6_B_39,3/23/2022,11:00,53,Fall,Y,,,?
1006,Feather-RM61,F6122,6,B,40,F6122_6_B_40,3/23/2022,11:00,54,Fall,Y,,,
1007,Feather-RM61,F6122,6,B,41,F6122_6_B_41,3/23/2022,11:00,67,Fall,Y,,,
1008,Feather-RM61,F6122,6,B,42,F6122_6_B_42,3/23/2022,14:00,58,Fall,Y,,,
1009,Feather-RM61,F6122,6,B,43,F6122_6_B_43,3/28/2022,13:30,55,Fall,Y,Mort,,
1010,Feather-RM61,F6122,6,B,44,F6122_6_B_44,3/28/2022,13:30,53,Fall,Y,,,
1011,Feather-RM61,F6122,6,B,45,F6122_6_B_45,3/28/2022,13:30,66,Fall,Y,,,
1012,Feather-RM61,F6122,6,B,46,F6122_6_B_46,3/28/2022,13:30,61,Fall,Y,,,
1013,Feather-RM61,F6122,6,B,47,F6122_6_B_47,3/28/2022,13:30,52,Fall,Y,,,
1014,Feather-RM61,F6122,6,B,48,F6122_6_B_48,3/28/2022,13:30,56,Fall,Y,,,
1015,Feather-RM61,F6122,6,B,49,F6122_6_B_49,3/28/2022,13:30,53,Fall,Y,,,
1016,Feather-RM61,F6122,6,B,50,F6122_6_B_50,3/28/2022,14:00,69,Fall,Y,,,
1017,Feather-RM61,F6122,6,C,1,F6122_6_C_1,3/22/2022,11:00,76,Spring,Y,,,
1018,Feather-RM61,F6122,6,C,2,F6122_6_C_2,3/22/2022,11:10,73,Spring,Y,,,
1019,Feather-RM61,F6122,6,C,3,F6122_6_C_3,3/22/2022,11:12,74,Spring,Y,,,
1020,Feather-RM61,F6122,6,C,4,F6122_6_C_4,3/22/2022,11:15,74,Spring,Y,,,
1021,Feather-RM61,F6122,6,C,5,F6122_6_C_5,3/23/2022,13:00,79,Spring,Y,,,
1022,Feather-RM61,F6122,6,C,6,F6122_6_C_6,3/23/2022,13:00,79,Spring,Y,,,
1023,Feather-RM61,F6122,6,C,7,F6122_6_C_7,3/23/2022,13:00,78,Spring,Y,,,
1024,Feather-RM61,F6122,6,C,8,F6122_6_C_8,3/23/2022,13:00,71,Spring,Y,,,
1025,Feather-RM61,F6122,6,C,9,F6122_6_C_9,3/23/2022,13:00,71,Spring,Y,,,
1026,Feather-RM61,F6122,6,C,10,F6122_6_C_10,3/23/2022,13:00,71,Spring,Y,,,
1027,Feather-RM61,F6122,6,C,11,F6122_6_C_11,3/23/2022,13:00,70,Fall,Y,,,
1028,Feather-RM61,F6122,6,C,12,F6122_6_C_12,3/23/2022,14:00,71,Spring,Y,,,
1029,Feather-RM61,F6122,6,C,13,F6122_6_C_13,3/28/2022,13:00,79,Spring,Y,,,
1030,Feather-RM61,F6122,6,C,14,F6122_6_C_14,3/28/2022,13:10,74,Spring,Y,,,
1031,Feather-RM61,F6122,6,C,15,F6122_6_C_15,3/28/2022,13:20,71,Fall,Y,,,
1032,Feather-RM61,F6122,6,C,16,F6122_6_C_16,3/29/2022,14:00,70,Fall,Y,,,
1033,Feather-RM61,F6122,6,C,17,F6122_6_C_17,3/29/2022,14:00,74,Spring,Y,,,
1034,Feather-RM61,F6122,6,C,18,F6122_6_C_18,3/29/2022,14:00,87,Spring,Y,,,
1035,Feather-RM61,F6122,6,C,19,F6122_6_C_19,3/29/2022,14:00,75,Spring,Y,,,
1036,Feather-RM61,F6122,6,C,20,F6122_6_C_20,3/29/2022,14:30,76,Spring,Y,,,
1037,Feather-RM61,F6122,7,A,1,F6122_7_A_1,4/5/2022,10:57,42,Fall,Y,Mort,,
1038,Feather-RM61,F6122,7,A,2,F6122_7_A_2,4/5/2022,10:57,37,Fall,Y,Mort,,
